-1.000000000000000E+00 -1.000000000000000E+00 0.000000000000000E+00
-1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00
-1.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00
0.000000000000000E+00 -1.000000000000000E+00 0.000000000000000E+00
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00
0.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00
1.000000000000000E+00 -1.000000000000000E+00 0.000000000000000E+00
1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00
1.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00
-1.000000000000000E+00 -1.000000000000000E+00 1.000000000000000E+00
-1.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00
-1.000000000000000E+00 1.000000000000000E+00 1.000000000000000E+00
0.000000000000000E+00 -1.000000000000000E+00 1.000000000000000E+00
0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00
0.000000000000000E+00 1.000000000000000E+00 1.000000000000000E+00
1.000000000000000E+00 -1.000000000000000E+00 1.000000000000000E+00
1.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00
1.000000000000000E+00 1.000000000000000E+00 1.000000000000000E+00
% plot node interpolation matrix
9.999999999999999E-01 3.489094352630612E-17 2.212935300029849E-17 3.489094352630610E-17 -8.220462711762830E-33 -3.489094352630612E-17 2.212935300029847E-17 -3.489094352630612E-17 7.236288150904475E-18 3.489094352630614E-17 6.725086365652299E-33 -3.489094352630613E-17 8.278718304644511E-33 6.428335579043090E-33 -7.483951103771589E-33 -3.489094352630613E-17 -6.172007890630225E-33 3.489094352630612E-17 2.212935300029849E-17 -3.489094352630611E-17 7.236288150904463E-18 -3.489094352630610E-17 6.888713267711922E-33 3.489094352630612E-17 7.236288150904468E-18 3.489094352630612E-17 -3.660192930210743E-17 
1.112900187896305E-17 2.225800375792610E-17 2.708666247288612E-17 1.000000000000000E+00 3.800005528121290E-17 6.168541543049279E-17 2.319251422348024E-17 2.751761958174950E-17 8.745602065320923E-18 3.234427791330364E-17 7.092615504919868E-17 -5.511501764044440E-17 3.092708291118063E-17 1.395637741052245E-16 -8.597483029685111E-17 1.014567218445608E-17 -1.144267996586441E-18 -1.489880615015056E-17 -1.257002669904034E-17 -1.007214781859644E-17 -2.624905801296965E-17 1.245811189594036E-17 3.178183177139933E-17 -1.046728305789183E-16 1.204248048646816E-17 -1.063344937873308E-18 -3.284395943703186E-17 
2.251986007498141E-17 4.503972014996282E-17 -1.112890971100463E-17 2.943784295888592E-17 5.297526907524244E-17 -1.928906633522922E-17 1.000000000000000E+00 -3.489094352630611E-17 -7.871933576990175E-18 3.489094352630613E-17 3.370185905977792E-33 -3.489094352630613E-17 4.748416679151075E-33 1.252686425942317E-32 -1.241278335697815E-33 -3.489094352630613E-17 -1.025145620969417E-33 3.489094352630613E-17 -2.200214241606255E-18 -5.503523916349898E-17 2.149370757421277E-17 -2.014429563719287E-17 -4.028859127438574E-17 -1.128350065905511E-33 -7.871933576990182E-18 3.489094352630612E-17 -2.149370757421277E-17 
0.000000000000000E+00 1.000000000000000E+00 1.299270389855954E-17 -2.379033213798402E-18 8.501472906252665E-18 6.629769666924734E-18 1.460090628000076E-17 4.620478742566003E-17 8.501487432829246E-18 -2.379033213798402E-18 8.501472906252639E-18 6.629769666924720E-18 8.255646955796737E-17 1.860850321402993E-16 1.048604651218227E-17 -1.457654925895801E-17 -4.028859127438572E-17 -5.567746378234848E-18 1.460090628000074E-17 4.620478742566003E-17 8.501487432829256E-18 -1.457654925895800E-17 -4.028859127438574E-17 -5.567746378234872E-18 -5.567219171219151E-17 -1.744547176315306E-16 -3.155516710357374E-17 
-6.995579998018093E-17 -8.373826446313466E-17 -1.180168045011655E-17 -8.373826446313466E-17 9.999999999999999E-01 -7.039377269914651E-17 -1.012888616965022E-17 -3.193742724563882E-17 -2.257494191807852E-17 1.761556512380354E-18 -2.964009322087737E-17 -1.553969581130003E-17 -1.206183988030813E-17 4.652125803507481E-17 3.532246889784553E-17 1.171123345492398E-17 8.410813084798545E-17 2.930092465754974E-17 5.804170174066421E-18 5.775022881361570E-17 2.151237045585096E-17 8.413091286401888E-18 1.388833795846035E-16 3.400218986373045E-17 6.594905779330863E-18 3.871786962085545E-17 8.093984869026332E-19 
0.000000000000000E+00 0.000000000000000E+00 1.648138942461397E-17 1.176662846123352E-18 3.132200801656849E-17 1.448434116216089E-17 0.000000000000000E+00 1.000000000000000E+00 -1.087974680628989E-17 3.006855610876588E-17 -1.547769387686701E-16 -8.043061685093148E-17 5.614127674757126E-17 9.304251607014968E-17 -9.620018712496421E-18 -4.100533754989701E-17 1.388833795846036E-16 8.342061870002937E-17 1.865919367609408E-17 1.351485482363050E-16 7.232063689923641E-17 -1.038170030569219E-17 -4.028859127438574E-17 -9.762595331500681E-18 -4.023510444933283E-17 -2.093456611578367E-16 -8.784328258676350E-17 
1.197486668021061E-17 2.394973336042123E-17 1.000000000000000E+00 5.503523916349897E-17 4.028859127438574E-17 -3.489094352630612E-17 4.185271604711873E-18 -2.014429563719287E-17 -1.425741942330830E-17 5.503523916349901E-17 4.028859127438575E-17 -3.489094352630613E-17 6.732434310344216E-33 7.731597369098342E-33 -7.940180325781233E-33 -5.503523916349899E-17 -4.028859127438574E-17 3.489094352630613E-17 4.185271604711874E-18 -2.014429563719287E-17 -1.425741942330831E-17 -5.503523916349898E-17 -4.028859127438573E-17 3.489094352630612E-17 1.510822172789465E-17 -3.764475292174458E-34 -1.510822172789465E-17 
2.087218769579226E-17 4.174437539158452E-17 0.000000000000000E+00 0.000000000000000E+00 9.685580191442123E-17 1.000000000000000E+00 1.532134926001627E-17 3.745912126469525E-17 1.767683409574979E-18 6.370954686957127E-17 3.184998387989037E-17 -8.679197474454289E-17 -9.107309398475840E-17 4.652125803507484E-17 5.191890578315444E-17 -5.519327657761166E-17 -8.589354862352952E-18 5.869861035178129E-17 -1.522630345468906E-17 -1.933257821944897E-17 -1.082504627542811E-17 -5.617950716008542E-17 -4.253379751493190E-18 -2.397604803313455E-34 3.785504171282004E-18 -9.820520298467048E-18 -1.933711234229226E-17 
1.837242656977421E-17 3.674485313954843E-17 6.006440612119241E-33 1.027213024689323E-16 4.028859127438572E-17 -8.257700683173945E-17 -1.646970770816004E-17 -3.293941541632008E-17 1.000000000000000E+00 1.651057174904970E-16 8.057718254877147E-17 -1.248171262161113E-16 4.028859127438575E-17 5.430603300479199E-33 -4.028859127438576E-17 -1.449614218533041E-16 -8.057718254877148E-17 1.046728305789184E-16 1.695624329734812E-17 -2.014429563719287E-17 -2.702839111594456E-17 -8.992618268980508E-17 -4.028859127438572E-17 6.978188705261223E-17 -1.510822172789465E-17 3.764475292174458E-34 1.510822172789465E-17 
1.070763413795334E-16 -1.054065922984202E-17 1.595418760227929E-17 -1.422551579576087E-17 7.586530480240159E-17 -2.326461997878682E-18 1.411175931931986E-17 -6.011318563797553E-18 -3.915427042042739E-17 1.000000000000000E+00 -2.328035886514669E-17 1.043563599695037E-16 -3.801978512882217E-17 1.860850321402993E-16 6.232666760689093E-18 9.698664683766590E-17 -8.506759502986395E-18 -2.093456611578368E-16 -4.349293191197090E-18 1.612978348722797E-17 3.059349143273749E-17 1.244492692130910E-17 1.048604651218227E-17 -1.138290363261923E-17 2.875106314977805E-17 -1.506776019853810E-17 -5.655474973067415E-17 
-2.578498281221932E-18 -5.156996562443865E-18 1.430925308091729E-17 0.000000000000000E+00 -7.947163655614354E-17 5.033107241507924E-17 -1.555293551904455E-17 -3.392060525231523E-17 2.930183177886296E-17 0.000000000000000E+00 -2.962002471717354E-17 2.421980607577496E-17 1.000000000000000E+00 -1.860850321402993E-16 3.405592451369666E-17 -3.684856565918874E-18 -4.226787828358164E-17 3.660373470846687E-17 -9.310028643890882E-18 -2.506333466627214E-17 -5.239040366750210E-18 5.136053915934295E-18 -5.483108366375299E-17 -3.213764457779214E-17 8.848474798473392E-18 1.011253127741288E-17 -2.188758652280584E-18 
9.095748318779753E-18 1.819149663755951E-17 7.529237783239800E-18 -5.537474317170665E-18 4.466035281073707E-17 2.217385287845763E-18 -1.075579283344221E-17 -2.151158566688442E-17 -2.382531647913704E-17 0.000000000000000E+00 7.253271205076580E-17 1.387249565046803E-17 -5.171499466180929E-18 9.488674158977289E-17 -2.872971031824730E-18 1.000000000000000E+00 -8.057718254877148E-17 -1.046728305789184E-16 3.667539989430839E-18 5.488596839321844E-17 2.200555388118304E-17 2.018102827403949E-17 -3.908146771416417E-18 -2.047956981460058E-17 1.841418787854410E-17 -5.518450993377953E-17 -4.777633317142919E-17 
4.186913223156733E-17 8.373826446313466E-17 1.243167619999855E-17 4.541780473981527E-18 -5.211531309681475E-17 -1.204022382449761E-17 9.760393849678138E-18 2.100682311987558E-17 1.225741077372866E-17 0.000000000000000E+00 1.000000000000000E+00 2.581945791383894E-17 -2.354061897301397E-17 -1.395637741052245E-16 -1.503385947002758E-17 -5.721339982932234E-19 4.028859127438575E-17 2.071642963548609E-17 -1.460486068946333E-18 -1.133660522827527E-17 1.589795645523288E-18 -7.076644062541663E-18 -3.066619742936206E-17 -6.791721645162787E-18 -4.095237639829526E-18 -3.582542316387103E-18 -3.382205960618309E-18 
3.497789999009046E-17 4.186913223156733E-17 -6.557618719662303E-18 4.186913223156733E-17 6.241481721914135E-17 -6.925326300448125E-18 -4.723525305020382E-18 -3.257139471164289E-18 -9.835446913446474E-18 4.186913223156733E-17 1.248296344382827E-16 5.277512781730586E-18 6.241481721914137E-17 1.000000000000000E+00 2.853812612359641E-33 -1.246946533702936E-17 -3.549395623751989E-17 -1.246946533702936E-17 1.247046164498858E-19 1.439503464831610E-17 -3.007493814520728E-18 2.176835859287273E-17 9.727253797071258E-18 -2.430365983464521E-17 6.791681577575816E-19 -1.693033589008858E-17 -2.453030273213040E-18 
-2.808666774861359E-17 0.000000000000000E+00 -7.524855072967723E-18 3.715040433195406E-20 2.017060584730277E-17 2.622678774590330E-17 -3.625973214694714E-17 0.000000000000000E+00 2.192515333185831E-17 8.373826446313466E-17 -4.658469704596540E-33 -6.718126966848136E-17 5.201234768261776E-18 2.080493907304712E-17 5.201234768261786E-18 -1.081056345686776E-16 1.000000000000000E+00 6.978188705261226E-17 -5.588956798665354E-19 -3.800535691020306E-17 -2.781032693758826E-17 -9.256273728316756E-19 -2.372451372130165E-17 -2.711526471440302E-17 6.517778553465702E-19 2.468068300146612E-17 1.296579019444782E-17 
-1.339422763987065E-18 -2.678845527974129E-18 6.110848946973967E-34 1.045068791253051E-17 5.054263533125960E-17 -1.899906463857640E-17 -1.315660071194411E-17 2.299897758910487E-18 1.051381223438938E-18 0.000000000000000E+00 -4.500179478070983E-17 1.000000000000000E+00 4.834997027341678E-17 9.304251607014966E-17 -5.731655353123406E-17 -1.144267996586429E-18 3.603521152289255E-17 -3.489094352630612E-17 1.379289110621140E-19 1.022345444540728E-17 8.137254010546952E-18 4.783472413663047E-17 -4.369203151322223E-18 -4.836379386714446E-17 2.200954283125779E-17 -1.075252417592127E-17 -3.408904127011450E-17 
-5.666695662061792E-17 -9.872422467814656E-19 -7.251946429389427E-17 8.373826446313466E-17 -5.013967113243946E-17 -1.081056345686776E-16 -1.169358377223236E-17 -2.342437685612562E-17 2.584220030993899E-17 8.373826446313466E-17 -4.077956804950392E-17 -1.081056345686776E-16 1.918671305500768E-16 -1.155842766529774E-16 9.999999999999999E-01 8.227463253401200E-18 4.142042792409676E-18 8.227463253401202E-18 7.157240438915521E-18 -3.481286064809974E-17 -4.403057718507604E-18 -1.281316125169396E-18 -4.891267134379614E-17 -8.377163266112456E-18 -1.031406262396720E-17 2.282126341921892E-17 8.342082674398993E-18 
-2.552759548859615E-17 6.129148001726209E-17 7.251946429389428E-17 2.671902208618357E-17 -4.719252213777917E-17 -4.628485415670487E-17 -3.149846138748967E-17 -6.299692277497936E-17 0.000000000000000E+00 0.000000000000000E+00 4.274428121887605E-17 0.000000000000000E+00 2.641062812758789E-17 4.911379888980579E-18 -1.702796225684834E-17 0.000000000000000E+00 -4.028859127438575E-17 1.000000000000000E+00 4.655436308253051E-17 -1.289293076565466E-17 -4.036268180866477E-17 -2.168313697937189E-17 4.964821208226945E-17 3.777087302828071E-17 -2.458421159512757E-17 1.582621849561709E-17 9.364517336834370E-18 
-9.490119923130132E-17 3.489094352630612E-17 -3.745273160669377E-17 3.489094352630610E-17 -1.233722529294122E-32 -3.489094352630612E-17 -3.745273160669376E-17 -3.489094352630612E-17 6.681837275789673E-17 8.413507433205590E-33 9.778040765475041E-33 -3.281715074067589E-33 8.596274346787959E-33 6.321319669155379E-33 -7.613326375008048E-33 -3.872598283411130E-33 -8.795092793695130E-33 0.000000000000000E+00 1.000000000000000E+00 -3.489094352630611E-17 3.745273160669376E-17 -3.489094352630610E-17 1.018393321156557E-32 3.489094352630612E-17 3.745273160669376E-17 3.489094352630612E-17 -6.681837275789672E-17 
-4.200372701175296E-17 2.833921697094847E-17 -4.376157941857308E-17 0.000000000000000E+00 -3.651161445818695E-17 -2.198606309556059E-17 7.873082756737375E-18 -7.121107746657752E-17 3.332491424329872E-18 -3.357001078942902E-18 -1.720498113197038E-17 -5.245489487042292E-18 -1.295160138047720E-17 -3.669849825711367E-17 -5.397647748079638E-18 -3.118799611295698E-18 -1.144267996586452E-18 2.546665613002475E-18 6.185046267782013E-17 -2.133800323214833E-17 3.457247769335643E-17 1.000000000000000E+00 8.057718254877147E-17 3.489094352630612E-17 -5.531556486188914E-18 8.624264777306965E-17 1.841767458367720E-18 
9.845150495535123E-17 -2.779033207820629E-17 -7.821156997512707E-17 2.011670364644611E-17 -6.876527367418112E-17 -4.790703572465240E-17 1.493758686153353E-33 2.987517372306706E-33 6.043288691157861E-17 1.137911024068085E-32 4.479286571728974E-33 -6.761612110209742E-33 6.591886481244465E-33 -9.046697470734872E-33 -1.063628710063598E-32 -8.099591349994874E-33 -7.679564306554560E-33 3.873672885380112E-33 -1.311437625486854E-16 2.779033207820629E-17 7.821156997512707E-17 -2.011670364644611E-17 6.876527367418111E-17 4.790703572465241E-17 1.000000000000000E+00 -1.505790116869783E-33 -6.043288691157861E-17 
-5.617333549722719E-17 0.000000000000000E+00 5.163045648878505E-17 4.127955642816710E-17 4.028859127438572E-17 -2.113526079097424E-17 -5.298167383216439E-17 -8.992618268980508E-17 -1.538697396991615E-17 1.645943907127398E-17 4.028859127438576E-17 3.684856565918888E-18 -2.151098279965936E-33 0.000000000000000E+00 -2.086592392675790E-33 -1.645943907127398E-17 -4.028859127438575E-17 -3.684856565918889E-18 0.000000000000000E+00 1.000000000000000E+00 -4.978802820582562E-17 -4.127955642816710E-17 -4.028859127438573E-17 2.113526079097424E-17 4.475195429652740E-17 6.978188705261223E-17 1.354454568695672E-17 
1.430420326565986E-17 -8.373826446313466E-17 -2.795326552141627E-17 0.000000000000000E+00 -4.838801177297248E-33 -6.978188705261222E-17 4.982627311462618E-18 5.014271589748439E-17 -1.524893842297200E-17 3.704492898471560E-18 1.661334733797888E-17 4.602180770517882E-18 -1.831264554596060E-33 -2.065958872202726E-32 -4.439200395715102E-33 -3.704492898471563E-18 -1.661334733797888E-17 -4.602180770517878E-18 1.779308513739167E-17 1.081056345686776E-16 3.025435590667521E-17 0.000000000000000E+00 1.000000000000000E+00 6.978188705261223E-17 -6.834873760698399E-18 -5.844938956647383E-17 1.294784803771306E-17 
2.860840653131973E-17 -1.674765289262693E-16 -2.654078958510626E-17 1.208138411004222E-17 -4.603347536947215E-17 -3.509812179477829E-17 3.558617027478334E-17 2.162112691373553E-16 2.561424952388145E-17 1.931104892654131E-18 2.227098551293942E-17 9.204387863815588E-18 2.044970253949882E-33 -2.065958872202726E-32 -1.116474647394195E-32 -1.931104892654133E-18 -2.227098551293943E-17 -9.204387863815588E-18 3.558617027478334E-17 2.162112691373553E-16 3.114298351701411E-17 -1.208138411004221E-17 4.603347536947214E-17 3.509812179477829E-17 -9.362222582871203E-17 9.999999999999998E-01 -3.021644345578930E-17 
1.303894712630098E-16 3.608560053711075E-17 6.397672878610453E-34 1.094121016588489E-17 -8.057718254877146E-17 -3.489094352630610E-17 -6.780621085613524E-17 -6.978188705261222E-17 3.291526732982913E-17 1.007214781859644E-17 1.539472975850244E-32 -1.007214781859643E-17 4.631129118900623E-33 -7.521731433542227E-33 -5.610266103119598E-33 -1.007214781859643E-17 -2.195886818454899E-32 1.007214781859642E-17 -1.804280026855538E-17 -3.608560053711076E-17 1.000000000000000E+00 5.397647748079629E-18 8.057718254877147E-17 3.489094352630612E-17 6.277013694683700E-17 6.978188705261223E-17 -2.787919342053089E-17 
1.827417938351888E-16 2.844357468701439E-17 -9.792884248364641E-33 -1.674765289262693E-16 -4.688614439056789E-17 2.162112691373553E-16 7.166758694579733E-18 -2.244988286449511E-17 -1.769179290662957E-18 -7.898004332667736E-18 -3.235987984788703E-17 -8.281935591275774E-18 7.853337692569881E-18 -4.160987814609425E-17 -2.865827676561700E-17 1.182467317895268E-17 1.155494077483989E-17 -6.047202791532731E-18 -1.450990515308628E-17 -2.901981030617256E-17 -9.362222582871201E-17 2.162112691373553E-16 8.849602253666214E-17 9.999999999999998E-01 2.646503971092928E-18 4.383105755670040E-17 2.646503971092935E-18 
-4.389776681014501E-18 -8.779553362029002E-18 2.096727765748477E-33 3.585794331935736E-17 -8.057718254877148E-17 -5.980767667977859E-17 -1.245836657673623E-17 -2.491673315347247E-17 2.388965843316553E-34 -3.108550580307776E-17 5.092661418022823E-33 1.474664788911325E-17 5.690475898729272E-33 -9.576281311151232E-33 -9.080141966839048E-33 1.474664788911325E-17 -9.539986001978813E-33 -1.474664788911325E-17 4.389776681014501E-18 8.779553362029004E-18 -7.659011916727257E-34 -1.951908540539284E-17 8.057718254877148E-17 5.980767667977859E-17 1.245836657673623E-17 2.491673315347247E-17 1.000000000000000E+00 
% number of plot elements
48
% number of vertices per plot elements
4
% triangulation of plot nodes
9 12 4 13
9 3 12 4
9 10 4 13
9 1 10 4
9 3 4 0
9 1 4 0
15 12 4 13
15 3 4 6
15 16 4 13
15 3 12 4
15 7 16 4
15 7 4 6
5 10 4 13
5 1 10 2
5 14 10 13
5 1 10 4
5 11 14 10
5 11 10 2
5 16 4 13
5 17 14 16
5 7 16 8
5 14 16 13
5 7 16 4
5 17 16 8
23 14 10 13
23 22 10 13
23 11 20 10
23 11 14 10
23 19 20 10
23 19 22 10
21 10 12 13
21 9 10 18
21 22 10 13
21 9 10 12
21 19 22 10
21 19 10 18
25 14 16 13
25 22 14 13
25 17 14 26
25 17 14 16
25 23 14 26
25 23 22 14
25 16 12 13
25 22 12 13
25 15 24 12
25 15 16 12
25 21 24 12
25 21 22 12
% number of volume cubature nodes
64
% cubature interpolation matrix
5.145887271371522E-01 1.659613877624345E-01 -3.839465611263237E-02 1.659613877624345E-01 5.352465138765492E-02 -1.238276331190522E-02 -3.839465611263236E-02 -1.238276331190519E-02 2.864714169330061E-03 1.659613877624345E-01 5.352465138765490E-02 -1.238276331190518E-02 5.352465138765490E-02 1.726237858574027E-02 -3.993598140034276E-03 -1.238276331190517E-02 -3.993598140034262E-03 9.239066345851362E-04 -3.839465611263235E-02 -1.238276331190516E-02 2.864714169330037E-03 -1.238276331190518E-02 -3.993598140034300E-03 9.239066345851526E-04 2.864714169330040E-03 9.239066345851349E-04 -2.137429554750135E-04 
1.462727883360566E-01 5.679305651369418E-01 -7.204789468604419E-02 4.717482848718268E-02 1.831648067131270E-01 -2.323635936212554E-02 -1.091375133311443E-02 -4.237461412261768E-02 5.375660200524638E-03 4.717482848718268E-02 1.831648067131270E-01 -2.323635936212553E-02 1.521448020586150E-02 5.907297208095786E-02 -7.494020453458500E-03 -3.519823154724956E-03 -1.366635022265639E-02 1.733718560027011E-03 -1.091375133311444E-02 -4.237461412261766E-02 5.375660200524643E-03 -3.519823154724966E-03 -1.366635022265640E-02 1.733718560027010E-03 8.143002503473558E-04 3.161668049346437E-03 -4.010904512537025E-04 
-7.204789468604415E-02 5.679305651369420E-01 1.462727883360566E-01 -2.323635936212554E-02 1.831648067131270E-01 4.717482848718269E-02 5.375660200524632E-03 -4.237461412261768E-02 -1.091375133311442E-02 -2.323635936212555E-02 1.831648067131270E-01 4.717482848718268E-02 -7.494020453458493E-03 5.907297208095786E-02 1.521448020586150E-02 1.733718560027016E-03 -1.366635022265639E-02 -3.519823154724952E-03 5.375660200524643E-03 -4.237461412261766E-02 -1.091375133311443E-02 1.733718560027022E-03 -1.366635022265641E-02 -3.519823154724969E-03 -4.010904512536938E-04 3.161668049346437E-03 8.143002503473470E-04 
-3.839465611263236E-02 1.659613877624345E-01 5.145887271371521E-01 -1.238276331190521E-02 5.352465138765491E-02 1.659613877624345E-01 2.864714169330016E-03 -1.238276331190521E-02 -3.839465611263233E-02 -1.238276331190515E-02 5.352465138765491E-02 1.659613877624344E-01 -3.993598140034271E-03 1.726237858574027E-02 5.352465138765491E-02 9.239066345851109E-04 -3.993598140034265E-03 -1.238276331190515E-02 2.864714169330007E-03 -1.238276331190517E-02 -3.839465611263233E-02 9.239066345851260E-04 -3.993598140034282E-03 -1.238276331190514E-02 -2.137429554749465E-04 9.239066345851526E-04 2.864714169329982E-03 
1.462727883360567E-01 4.717482848718269E-02 -1.091375133311442E-02 5.679305651369420E-01 1.831648067131270E-01 -4.237461412261769E-02 -7.204789468604418E-02 -2.323635936212550E-02 5.375660200524634E-03 4.717482848718268E-02 1.521448020586150E-02 -3.519823154724970E-03 1.831648067131270E-01 5.907297208095786E-02 -1.366635022265639E-02 -2.323635936212554E-02 -7.494020453458500E-03 1.733718560027027E-03 -1.091375133311444E-02 -3.519823154724954E-03 8.143002503473536E-04 -4.237461412261768E-02 -1.366635022265641E-02 3.161668049346455E-03 5.375660200524635E-03 1.733718560026992E-03 -4.010904512536959E-04 
4.157830803375191E-02 1.614353035015315E-01 -2.047974604515851E-02 1.614353035015315E-01 6.268017735468171E-01 -7.951631932089746E-02 -2.047974604515851E-02 -7.951631932089745E-02 1.008747151841085E-02 1.340953141450432E-02 5.206493183793186E-02 -6.604977714117033E-03 5.206493183793189E-02 2.021515177149604E-01 -2.564502098146381E-02 -6.604977714117019E-03 -2.564502098146378E-02 3.253337440023834E-03 -3.102253808749916E-03 -1.204506168812306E-02 1.528041259380975E-03 -1.204506168812307E-02 -4.676713125840366E-02 5.932896650599226E-03 1.528041259380970E-03 5.932896650599218E-03 -7.526496006822357E-04 
-2.047974604515851E-02 1.614353035015315E-01 4.157830803375191E-02 -7.951631932089742E-02 6.268017735468171E-01 1.614353035015315E-01 1.008747151841085E-02 -7.951631932089745E-02 -2.047974604515852E-02 -6.604977714117036E-03 5.206493183793186E-02 1.340953141450434E-02 -2.564502098146380E-02 2.021515177149604E-01 5.206493183793189E-02 3.253337440023824E-03 -2.564502098146378E-02 -6.604977714117014E-03 1.528041259380973E-03 -1.204506168812306E-02 -3.102253808749918E-03 5.932896650599230E-03 -4.676713125840367E-02 -1.204506168812307E-02 -7.526496006822341E-04 5.932896650599218E-03 1.528041259380974E-03 
-1.091375133311440E-02 4.717482848718269E-02 1.462727883360566E-01 -4.237461412261762E-02 1.831648067131271E-01 5.679305651369418E-01 5.375660200524662E-03 -2.323635936212548E-02 -7.204789468604421E-02 -3.519823154724978E-03 1.521448020586148E-02 4.717482848718266E-02 -1.366635022265641E-02 5.907297208095781E-02 1.831648067131271E-01 1.733718560027030E-03 -7.494020453458492E-03 -2.323635936212554E-02 8.143002503473554E-04 -3.519823154724946E-03 -1.091375133311444E-02 3.161668049346485E-03 -1.366635022265641E-02 -4.237461412261771E-02 -4.010904512536826E-04 1.733718560026984E-03 5.375660200524616E-03 
-7.204789468604414E-02 -2.323635936212553E-02 5.375660200524632E-03 5.679305651369420E-01 1.831648067131270E-01 -4.237461412261770E-02 1.462727883360566E-01 4.717482848718271E-02 -1.091375133311443E-02 -2.323635936212555E-02 -7.494020453458487E-03 1.733718560027019E-03 1.831648067131270E-01 5.907297208095786E-02 -1.366635022265639E-02 4.717482848718269E-02 1.521448020586150E-02 -3.519823154724961E-03 5.375660200524625E-03 1.733718560027024E-03 -4.010904512536878E-04 -4.237461412261768E-02 -1.366635022265641E-02 3.161668049346454E-03 -1.091375133311443E-02 -3.519823154724986E-03 8.143002503473454E-04 
-2.047974604515852E-02 -7.951631932089742E-02 1.008747151841086E-02 1.614353035015315E-01 6.268017735468171E-01 -7.951631932089745E-02 4.157830803375191E-02 1.614353035015315E-01 -2.047974604515852E-02 -6.604977714117057E-03 -2.564502098146386E-02 3.253337440023797E-03 5.206493183793189E-02 2.021515177149604E-01 -2.564502098146382E-02 1.340953141450436E-02 5.206493183793193E-02 -6.604977714117000E-03 1.528041259380972E-03 5.932896650599258E-03 -7.526496006822186E-04 -1.204506168812306E-02 -4.676713125840366E-02 5.932896650599218E-03 -3.102253808749907E-03 -1.204506168812309E-02 1.528041259380953E-03 
1.008747151841085E-02 -7.951631932089746E-02 -2.047974604515850E-02 -7.951631932089742E-02 6.268017735468171E-01 1.614353035015315E-01 -2.047974604515850E-02 1.614353035015315E-01 4.157830803375189E-02 3.253337440023810E-03 -2.564502098146386E-02 -6.604977714117051E-03 -2.564502098146380E-02 2.021515177149604E-01 5.206493183793189E-02 -6.604977714117020E-03 5.206493183793193E-02 1.340953141450437E-02 -7.526496006822241E-04 5.932896650599253E-03 1.528041259380977E-03 5.932896650599238E-03 -4.676713125840367E-02 -1.204506168812308E-02 1.528041259380974E-03 -1.204506168812309E-02 -3.102253808749924E-03 
5.375660200524648E-03 -2.323635936212552E-02 -7.204789468604418E-02 -4.237461412261762E-02 1.831648067131271E-01 5.679305651369418E-01 -1.091375133311443E-02 4.717482848718271E-02 1.462727883360566E-01 1.733718560027062E-03 -7.494020453458510E-03 -2.323635936212558E-02 -1.366635022265641E-02 5.907297208095781E-02 1.831648067131271E-01 -3.519823154724982E-03 1.521448020586150E-02 4.717482848718271E-02 -4.010904512536901E-04 1.733718560027023E-03 5.375660200524626E-03 3.161668049346485E-03 -1.366635022265641E-02 -4.237461412261771E-02 8.143002503473730E-04 -3.519823154724986E-03 -1.091375133311446E-02 
-3.839465611263226E-02 -1.238276331190519E-02 2.864714169330013E-03 1.659613877624345E-01 5.352465138765494E-02 -1.238276331190521E-02 5.145887271371521E-01 1.659613877624345E-01 -3.839465611263235E-02 -1.238276331190517E-02 -3.993598140034258E-03 9.239066345851227E-04 5.352465138765491E-02 1.726237858574026E-02 -3.993598140034276E-03 1.659613877624345E-01 5.352465138765489E-02 -1.238276331190516E-02 2.864714169329985E-03 9.239066345851125E-04 -2.137429554749458E-04 -1.238276331190516E-02 -3.993598140034305E-03 9.239066345851333E-04 -3.839465611263232E-02 -1.238276331190514E-02 2.864714169329983E-03 
-1.091375133311434E-02 -4.237461412261762E-02 5.375660200524635E-03 4.717482848718270E-02 1.831648067131270E-01 -2.323635936212552E-02 1.462727883360566E-01 5.679305651369418E-01 -7.204789468604419E-02 -3.519823154724936E-03 -1.366635022265639E-02 1.733718560026976E-03 1.521448020586148E-02 5.907297208095783E-02 -7.494020453458494E-03 4.717482848718265E-02 1.831648067131270E-01 -2.323635936212550E-02 8.143002503473270E-04 3.161668049346512E-03 -4.010904512536572E-04 -3.519823154724958E-03 -1.366635022265640E-02 1.733718560027001E-03 -1.091375133311441E-02 -4.237461412261773E-02 5.375660200524592E-03 
